sequenceID	source.name	species	subtype	genotype
AB594738	ncbi-nuccore-hmpv	HMPV	B	B2
AB594739	ncbi-nuccore-hmpv	HMPV	B	B2
AB594740	ncbi-nuccore-hmpv	HMPV	B	B2
AB594741	ncbi-nuccore-hmpv	HMPV	B	B2
AB594742	ncbi-nuccore-hmpv	HMPV	B	B2
AB594743	ncbi-nuccore-hmpv	HMPV	B	B2
AB594744	ncbi-nuccore-hmpv	HMPV	B	B2
AB594745	ncbi-nuccore-hmpv	HMPV	B	B2
AB618735	ncbi-nuccore-hmpv	HMPV	B	B2
AB618736	ncbi-nuccore-hmpv	HMPV	B	B2
AB618737	ncbi-nuccore-hmpv	HMPV	B	B2
AB618738	ncbi-nuccore-hmpv	HMPV	B	B2
AB618739	ncbi-nuccore-hmpv	HMPV	B	B1
AB618740	ncbi-nuccore-hmpv	HMPV	B	B1
AB618741	ncbi-nuccore-hmpv	HMPV	A	A2a
AB618742	ncbi-nuccore-hmpv	HMPV	A	A2a
AB618743	ncbi-nuccore-hmpv	HMPV	A	A2a
AB618744	ncbi-nuccore-hmpv	HMPV	A	A2a
AB618745	ncbi-nuccore-hmpv	HMPV	A	A2a
AB618746	ncbi-nuccore-hmpv	HMPV	A	A2a
AB618747	ncbi-nuccore-hmpv	HMPV	A	A2a
AB618748	ncbi-nuccore-hmpv	HMPV	A	A2a
AB618749	ncbi-nuccore-hmpv	HMPV	B	B2
AB618750	ncbi-nuccore-hmpv	HMPV	B	B2
AB618751	ncbi-nuccore-hmpv	HMPV	B	B2
AB618752	ncbi-nuccore-hmpv	HMPV	A	A2a
AB618753	ncbi-nuccore-hmpv	HMPV	A	A2a
AB618754	ncbi-nuccore-hmpv	HMPV	A	A2a
AB618755	ncbi-nuccore-hmpv	HMPV	A	A2a
AB618756	ncbi-nuccore-hmpv	HMPV	B	B2
AB618757	ncbi-nuccore-hmpv	HMPV	B	B2
AB618758	ncbi-nuccore-hmpv	HMPV	B	B2
AB618759	ncbi-nuccore-hmpv	HMPV	B	B2
AB618760	ncbi-nuccore-hmpv	HMPV	B	B2
AB618761	ncbi-nuccore-hmpv	HMPV	B	B2
AB618762	ncbi-nuccore-hmpv	HMPV	B	B2
AB618763	ncbi-nuccore-hmpv	HMPV	B	B2
AB618764	ncbi-nuccore-hmpv	HMPV	B	B2
AB618765	ncbi-nuccore-hmpv	HMPV	B	B2
AB618766	ncbi-nuccore-hmpv	HMPV	B	B2
AB618767	ncbi-nuccore-hmpv	HMPV	B	B2
AB618768	ncbi-nuccore-hmpv	HMPV	B	B2
AB618769	ncbi-nuccore-hmpv	HMPV	B	B2
AB618770	ncbi-nuccore-hmpv	HMPV	B	B2
AB618771	ncbi-nuccore-hmpv	HMPV	B	B2
AB618772	ncbi-nuccore-hmpv	HMPV	B	B2
AB618773	ncbi-nuccore-hmpv	HMPV	B	B2
AB618774	ncbi-nuccore-hmpv	HMPV	B	B2
AB618775	ncbi-nuccore-hmpv	HMPV	B	B2
AB618776	ncbi-nuccore-hmpv	HMPV	B	B2
AB618777	ncbi-nuccore-hmpv	HMPV	B	B2
AB618778	ncbi-nuccore-hmpv	HMPV	B	B2
AB618779	ncbi-nuccore-hmpv	HMPV	B	B2
AB674312	ncbi-nuccore-hmpv	HMPV	B	B2
AB674313	ncbi-nuccore-hmpv	HMPV	B	B2
AB674314	ncbi-nuccore-hmpv	HMPV	B	B2
AB674315	ncbi-nuccore-hmpv	HMPV	B	B2
AB674316	ncbi-nuccore-hmpv	HMPV	B	B2
AB674317	ncbi-nuccore-hmpv	HMPV	B	B2
AB683044	ncbi-nuccore-hmpv	HMPV	A	-
AB683045	ncbi-nuccore-hmpv	HMPV	A	-
AB683046	ncbi-nuccore-hmpv	HMPV	A	-
AB683047	ncbi-nuccore-hmpv	HMPV	A	-
AB683048	ncbi-nuccore-hmpv	HMPV	A	-
AB683238	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB683239	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB683240	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB683241	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB683242	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB683243	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB683244	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB683245	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB683246	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB683247	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB683248	ncbi-nuccore-hmpv	HMPV	A	-
AB683249	ncbi-nuccore-hmpv	HMPV	B	B1
AB683250	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB683251	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB693954	ncbi-nuccore-hmpv	HMPV	B	B2
AB693955	ncbi-nuccore-hmpv	HMPV	A	A2a
AB693956	ncbi-nuccore-hmpv	HMPV	B	B2
AB693957	ncbi-nuccore-hmpv	HMPV	A	A2a
AB693958	ncbi-nuccore-hmpv	HMPV	A	A2a
AB693959	ncbi-nuccore-hmpv	HMPV	B	B2
AB693960	ncbi-nuccore-hmpv	HMPV	B	B2
AB716360	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716361	ncbi-nuccore-hmpv	HMPV	B	B2
AB716362	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716363	ncbi-nuccore-hmpv	HMPV	B	B2
AB716364	ncbi-nuccore-hmpv	HMPV	B	B2
AB716365	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716366	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716367	ncbi-nuccore-hmpv	HMPV	B	B2
AB716368	ncbi-nuccore-hmpv	HMPV	B	B2
AB716369	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716370	ncbi-nuccore-hmpv	HMPV	B	B2
AB716371	ncbi-nuccore-hmpv	HMPV	A	A2b1
AB716372	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716373	ncbi-nuccore-hmpv	HMPV	B	B2
AB716374	ncbi-nuccore-hmpv	HMPV	A	A2b1
AB716375	ncbi-nuccore-hmpv	HMPV	A	A2b1
AB716376	ncbi-nuccore-hmpv	HMPV	A	A2b1
AB716377	ncbi-nuccore-hmpv	HMPV	B	B2
AB716378	ncbi-nuccore-hmpv	HMPV	A	-
AB716379	ncbi-nuccore-hmpv	HMPV	A	-
AB716380	ncbi-nuccore-hmpv	HMPV	B	B2
AB716381	ncbi-nuccore-hmpv	HMPV	A	-
AB716382	ncbi-nuccore-hmpv	HMPV	A	A2b1
AB716383	ncbi-nuccore-hmpv	HMPV	B	B1
AB716384	ncbi-nuccore-hmpv	HMPV	B	B2
AB716385	ncbi-nuccore-hmpv	HMPV	A	-
AB716386	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716387	ncbi-nuccore-hmpv	HMPV	B	B2
AB716388	ncbi-nuccore-hmpv	HMPV	B	B2
AB716389	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716390	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716391	ncbi-nuccore-hmpv	HMPV	B	B2
AB716392	ncbi-nuccore-hmpv	HMPV	B	B2
AB716393	ncbi-nuccore-hmpv	HMPV	B	B2
AB716394	ncbi-nuccore-hmpv	HMPV	B	B2
AB716395	ncbi-nuccore-hmpv	HMPV	B	B2
AB716396	ncbi-nuccore-hmpv	HMPV	B	B2
AB716397	ncbi-nuccore-hmpv	HMPV	B	B2
AB716398	ncbi-nuccore-hmpv	HMPV	B	B2
AB716399	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716400	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716401	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716402	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716403	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716404	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716405	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716406	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716407	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716408	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716409	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716410	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716411	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB716412	ncbi-nuccore-hmpv	HMPV	B	B2
AB773263	ncbi-nuccore-hmpv	HMPV	A	A2a
AB773264	ncbi-nuccore-hmpv	HMPV	A	A2a
AB773265	ncbi-nuccore-hmpv	HMPV	A	A2a
AB773266	ncbi-nuccore-hmpv	HMPV	A	A2a
AB773267	ncbi-nuccore-hmpv	HMPV	A	A2a
AB773268	ncbi-nuccore-hmpv	HMPV	A	A2a
AB773269	ncbi-nuccore-hmpv	HMPV	A	A2a
AB773270	ncbi-nuccore-hmpv	HMPV	A	A2a
AB773271	ncbi-nuccore-hmpv	HMPV	A	A2a
AB773272	ncbi-nuccore-hmpv	HMPV	A	A2a
AB773273	ncbi-nuccore-hmpv	HMPV	A	A2a
AB773274	ncbi-nuccore-hmpv	HMPV	A	A2a
AB773275	ncbi-nuccore-hmpv	HMPV	A	A2a
AB773276	ncbi-nuccore-hmpv	HMPV	B	B2
AB773277	ncbi-nuccore-hmpv	HMPV	B	B2
AB773278	ncbi-nuccore-hmpv	HMPV	B	B2
AB773279	ncbi-nuccore-hmpv	HMPV	B	B2
AB831629	ncbi-nuccore-hmpv	HMPV	B	B1
AB831630	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB831631	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB831632	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB831633	ncbi-nuccore-hmpv	HMPV	A	A2b2
AB831634	ncbi-nuccore-hmpv	HMPV	B	B1
AB831635	ncbi-nuccore-hmpv	HMPV	A	-
AB846658	ncbi-nuccore-hmpv	HMPV	B	B1
AB846659	ncbi-nuccore-hmpv	HMPV	A	A2a
AB846660	ncbi-nuccore-hmpv	HMPV	B	B1
AB846661	ncbi-nuccore-hmpv	HMPV	A	A2a
AB901027	ncbi-nuccore-hmpv	HMPV	A	A2a
AB901028	ncbi-nuccore-hmpv	HMPV	B	B1
AB919090	ncbi-nuccore-hmpv	HMPV	B	B1
AB919091	ncbi-nuccore-hmpv	HMPV	A	A2b2
AF371330	ncbi-nuccore-hmpv	HMPV	A	A2a
AF371331	ncbi-nuccore-hmpv	HMPV	A	A2b1
AF371332	ncbi-nuccore-hmpv	HMPV	A	A2a
AF371333	ncbi-nuccore-hmpv	HMPV	B	B2
AF371334	ncbi-nuccore-hmpv	HMPV	A	A2a
AF371335	ncbi-nuccore-hmpv	HMPV	B	-
AF371336	ncbi-nuccore-hmpv	HMPV	B	-
AF371338	ncbi-nuccore-hmpv	HMPV	A	A2a
AF371339	ncbi-nuccore-hmpv	HMPV	A	A2a
AF371340	ncbi-nuccore-hmpv	HMPV	A	A2b1
AF371341	ncbi-nuccore-hmpv	HMPV	A	A2a
AF371342	ncbi-nuccore-hmpv	HMPV	B	B2
AF371343	ncbi-nuccore-hmpv	HMPV	A	A2a
AF371344	ncbi-nuccore-hmpv	HMPV	B	B1
AF371345	ncbi-nuccore-hmpv	HMPV	B	B1
AF371347	ncbi-nuccore-hmpv	HMPV	A	A2b1
AF371348	ncbi-nuccore-hmpv	HMPV	A	A2b1
AF371349	ncbi-nuccore-hmpv	HMPV	A	A2b1
AF371350	ncbi-nuccore-hmpv	HMPV	B	B2
AF371351	ncbi-nuccore-hmpv	HMPV	A	A2b1
AF371352	ncbi-nuccore-hmpv	HMPV	B	B1
AF371353	ncbi-nuccore-hmpv	HMPV	B	B1
AF371354	ncbi-nuccore-hmpv	HMPV	A	-
AF371356	ncbi-nuccore-hmpv	HMPV	A	A2b1
AF371357	ncbi-nuccore-hmpv	HMPV	A	A1
AF371358	ncbi-nuccore-hmpv	HMPV	A	A2b1
AF371359	ncbi-nuccore-hmpv	HMPV	B	B2
AF371360	ncbi-nuccore-hmpv	HMPV	A	A2b1
AF371361	ncbi-nuccore-hmpv	HMPV	B	B1
AF371362	ncbi-nuccore-hmpv	HMPV	B	B1
AF371363	ncbi-nuccore-hmpv	HMPV	A	A2b1
AF442513	ncbi-nuccore-hmpv	HMPV	A	A1
AF442514	ncbi-nuccore-hmpv	HMPV	A	A1
AF442515	ncbi-nuccore-hmpv	HMPV	A	A1
AF442516	ncbi-nuccore-hmpv	HMPV	A	A1
AF443830	ncbi-nuccore-hmpv	HMPV	A	A1
AF443831	ncbi-nuccore-hmpv	HMPV	A	A1
AF443832	ncbi-nuccore-hmpv	HMPV	A	A1
AF443833	ncbi-nuccore-hmpv	HMPV	A	A1
AF443834	ncbi-nuccore-hmpv	HMPV	A	A1
AF479257	ncbi-nuccore-hmpv	HMPV	A	A1
AF479258	ncbi-nuccore-hmpv	HMPV	A	A2b1
AF479259	ncbi-nuccore-hmpv	HMPV	A	A2a
AF543686	ncbi-nuccore-hmpv	HMPV	A	A1
AF543687	ncbi-nuccore-hmpv	HMPV	B	B2
AF543688	ncbi-nuccore-hmpv	HMPV	B	B2
AF543689	ncbi-nuccore-hmpv	HMPV	A	-
AF543690	ncbi-nuccore-hmpv	HMPV	A	-
AJ420267	ncbi-nuccore-hmpv	HMPV	A	A1
AJ420268	ncbi-nuccore-hmpv	HMPV	A	A1
AJ420269	ncbi-nuccore-hmpv	HMPV	A	A1
AJ420270	ncbi-nuccore-hmpv	HMPV	A	A2a
AJ420271	ncbi-nuccore-hmpv	HMPV	A	A1
AJ420272	ncbi-nuccore-hmpv	HMPV	A	A1
AJ420273	ncbi-nuccore-hmpv	HMPV	A	A1
AJ439503	ncbi-nuccore-hmpv	HMPV	A	A1
AJ439504	ncbi-nuccore-hmpv	HMPV	A	A1
AJ439505	ncbi-nuccore-hmpv	HMPV	A	A1
AJ867503	ncbi-nuccore-hmpv	HMPV	B	B2
AJ867504	ncbi-nuccore-hmpv	HMPV	B	B2
AJ867505	ncbi-nuccore-hmpv	HMPV	A	-
AJ867506	ncbi-nuccore-hmpv	HMPV	A	-
AJ867507	ncbi-nuccore-hmpv	HMPV	A	-
AJ867509	ncbi-nuccore-hmpv	HMPV	A	A1
AJ867510	ncbi-nuccore-hmpv	HMPV	A	-
AJ867511	ncbi-nuccore-hmpv	HMPV	A	-
AJ867512	ncbi-nuccore-hmpv	HMPV	B	B2
AJ867513	ncbi-nuccore-hmpv	HMPV	B	B1
AJ867514	ncbi-nuccore-hmpv	HMPV	A	-
AJ867515	ncbi-nuccore-hmpv	HMPV	A	A1
AJ867516	ncbi-nuccore-hmpv	HMPV	B	B1
AJ867517	ncbi-nuccore-hmpv	HMPV	A	A1
AJ867518	ncbi-nuccore-hmpv	HMPV	A	-
AJ867519	ncbi-nuccore-hmpv	HMPV	A	-
AJ867520	ncbi-nuccore-hmpv	HMPV	A	-
AJ867521	ncbi-nuccore-hmpv	HMPV	A	-
AJ867522	ncbi-nuccore-hmpv	HMPV	A	-
AJ867523	ncbi-nuccore-hmpv	HMPV	B	B1
AJ867524	ncbi-nuccore-hmpv	HMPV	A	-
AJ867525	ncbi-nuccore-hmpv	HMPV	B	B2
AJ867526	ncbi-nuccore-hmpv	HMPV	A	A1
AJ867527	ncbi-nuccore-hmpv	HMPV	A	-
AJ867528	ncbi-nuccore-hmpv	HMPV	A	A2b1
AJ867529	ncbi-nuccore-hmpv	HMPV	A	-
AJ867530	ncbi-nuccore-hmpv	HMPV	A	-
AJ867531	ncbi-nuccore-hmpv	HMPV	A	-
AJ867532	ncbi-nuccore-hmpv	HMPV	B	-
AJ867533	ncbi-nuccore-hmpv	HMPV	A	-
AJ867534	ncbi-nuccore-hmpv	HMPV	A	A2b1
AJ867535	ncbi-nuccore-hmpv	HMPV	A	A1
AJ867536	ncbi-nuccore-hmpv	HMPV	B	B1
AJ867537	ncbi-nuccore-hmpv	HMPV	A	A2b1
AJ867538	ncbi-nuccore-hmpv	HMPV	A	A2b1
AJ867539	ncbi-nuccore-hmpv	HMPV	A	-
AJ867540	ncbi-nuccore-hmpv	HMPV	A	A2b1
AJ867541	ncbi-nuccore-hmpv	HMPV	A	A2b1
AJ867542	ncbi-nuccore-hmpv	HMPV	A	-
AJ867543	ncbi-nuccore-hmpv	HMPV	A	A2b1
AJ867544	ncbi-nuccore-hmpv	HMPV	B	B1
AJ867545	ncbi-nuccore-hmpv	HMPV	A	A2b1
AJ867546	ncbi-nuccore-hmpv	HMPV	A	A1
AJ867547	ncbi-nuccore-hmpv	HMPV	A	-
AJ867548	ncbi-nuccore-hmpv	HMPV	A	-
AJ867549	ncbi-nuccore-hmpv	HMPV	A	A2b1
AJ867550	ncbi-nuccore-hmpv	HMPV	A	A2b1
AJ867551	ncbi-nuccore-hmpv	HMPV	A	-
AJ867552	ncbi-nuccore-hmpv	HMPV	A	A2b1
AJ867553	ncbi-nuccore-hmpv	HMPV	A	-
AM056029	ncbi-nuccore-hmpv	HMPV	A	A1
AM056030	ncbi-nuccore-hmpv	HMPV	A	A2b1
AM056031	ncbi-nuccore-hmpv	HMPV	A	A2b1
AM056032	ncbi-nuccore-hmpv	HMPV	A	A1
AM056033	ncbi-nuccore-hmpv	HMPV	A	A1
AM056034	ncbi-nuccore-hmpv	HMPV	A	-
AM056035	ncbi-nuccore-hmpv	HMPV	B	B1
AM056036	ncbi-nuccore-hmpv	HMPV	A	A2b1
AM056037	ncbi-nuccore-hmpv	HMPV	A	A2b1
AM056038	ncbi-nuccore-hmpv	HMPV	A	-
AM056039	ncbi-nuccore-hmpv	HMPV	A	A2a
AM056040	ncbi-nuccore-hmpv	HMPV	A	A1
AM056041	ncbi-nuccore-hmpv	HMPV	A	A2b1
AM056042	ncbi-nuccore-hmpv	HMPV	A	A2b1
AM056043	ncbi-nuccore-hmpv	HMPV	A	A2b1
AM056044	ncbi-nuccore-hmpv	HMPV	A	A2b1
AM056045	ncbi-nuccore-hmpv	HMPV	A	A2b1
AM056046	ncbi-nuccore-hmpv	HMPV	B	B1
AM056047	ncbi-nuccore-hmpv	HMPV	A	A1
AM056048	ncbi-nuccore-hmpv	HMPV	A	-
AY145242	ncbi-nuccore-hmpv	HMPV	B	B2
AY145243	ncbi-nuccore-hmpv	HMPV	B	B2
AY145244	ncbi-nuccore-hmpv	HMPV	B	B2
AY145245	ncbi-nuccore-hmpv	HMPV	B	B2
AY145246	ncbi-nuccore-hmpv	HMPV	B	B2
AY145247	ncbi-nuccore-hmpv	HMPV	B	B2
AY145248	ncbi-nuccore-hmpv	HMPV	B	B2
AY145249	ncbi-nuccore-hmpv	HMPV	A	A1
AY145250	ncbi-nuccore-hmpv	HMPV	B	B1
AY145251	ncbi-nuccore-hmpv	HMPV	A	A2a
AY145252	ncbi-nuccore-hmpv	HMPV	A	A2a
AY145253	ncbi-nuccore-hmpv	HMPV	B	B2
AY145254	ncbi-nuccore-hmpv	HMPV	A	A1
AY145255	ncbi-nuccore-hmpv	HMPV	B	B2
AY145256	ncbi-nuccore-hmpv	HMPV	A	A2a
AY145257	ncbi-nuccore-hmpv	HMPV	B	B2
AY145258	ncbi-nuccore-hmpv	HMPV	B	B2
AY145259	ncbi-nuccore-hmpv	HMPV	B	B2
AY145260	ncbi-nuccore-hmpv	HMPV	B	B2
AY145261	ncbi-nuccore-hmpv	HMPV	B	B2
AY145262	ncbi-nuccore-hmpv	HMPV	B	B2
AY145263	ncbi-nuccore-hmpv	HMPV	B	B2
AY145264	ncbi-nuccore-hmpv	HMPV	A	A1
AY145265	ncbi-nuccore-hmpv	HMPV	B	B1
AY145266	ncbi-nuccore-hmpv	HMPV	A	A2a
AY145267	ncbi-nuccore-hmpv	HMPV	A	A2a
AY145268	ncbi-nuccore-hmpv	HMPV	B	B2
AY145269	ncbi-nuccore-hmpv	HMPV	A	A1
AY145270	ncbi-nuccore-hmpv	HMPV	B	B2
AY145271	ncbi-nuccore-hmpv	HMPV	A	A2a
AY145272	ncbi-nuccore-hmpv	HMPV	A	A2a
AY145273	ncbi-nuccore-hmpv	HMPV	B	B2
AY145274	ncbi-nuccore-hmpv	HMPV	A	A1
AY145275	ncbi-nuccore-hmpv	HMPV	B	B2
AY145276	ncbi-nuccore-hmpv	HMPV	A	A2a
AY145277	ncbi-nuccore-hmpv	HMPV	B	B1
AY145278	ncbi-nuccore-hmpv	HMPV	A	A2a
AY145279	ncbi-nuccore-hmpv	HMPV	B	B2
AY145280	ncbi-nuccore-hmpv	HMPV	B	B2
AY145281	ncbi-nuccore-hmpv	HMPV	B	B2
AY145282	ncbi-nuccore-hmpv	HMPV	B	B2
AY145283	ncbi-nuccore-hmpv	HMPV	B	B2
AY145284	ncbi-nuccore-hmpv	HMPV	B	B2
AY145285	ncbi-nuccore-hmpv	HMPV	B	B2
AY145286	ncbi-nuccore-hmpv	HMPV	A	A1
AY145287	ncbi-nuccore-hmpv	HMPV	B	B2
AY145288	ncbi-nuccore-hmpv	HMPV	B	B2
AY145289	ncbi-nuccore-hmpv	HMPV	B	B2
AY145290	ncbi-nuccore-hmpv	HMPV	B	B2
AY145291	ncbi-nuccore-hmpv	HMPV	B	B2
AY145292	ncbi-nuccore-hmpv	HMPV	B	B2
AY145293	ncbi-nuccore-hmpv	HMPV	B	B2
AY145294	ncbi-nuccore-hmpv	HMPV	A	A1
AY145295	ncbi-nuccore-hmpv	HMPV	B	B1
AY145296	ncbi-nuccore-hmpv	HMPV	A	A2a
AY145297	ncbi-nuccore-hmpv	HMPV	A	A2a
AY145298	ncbi-nuccore-hmpv	HMPV	B	B2
AY145299	ncbi-nuccore-hmpv	HMPV	A	A1
AY145300	ncbi-nuccore-hmpv	HMPV	B	B2
AY145301	ncbi-nuccore-hmpv	HMPV	A	A2a
AY152846	ncbi-nuccore-hmpv	HMPV	A	A2a
AY152847	ncbi-nuccore-hmpv	HMPV	A	A1
AY152848	ncbi-nuccore-hmpv	HMPV	B	B1
AY152849	ncbi-nuccore-hmpv	HMPV	B	B2
AY152850	ncbi-nuccore-hmpv	HMPV	A	A1
AY152851	ncbi-nuccore-hmpv	HMPV	A	A2a
AY158463	ncbi-nuccore-hmpv	HMPV	A	-
AY158464	ncbi-nuccore-hmpv	HMPV	A	-
AY158465	ncbi-nuccore-hmpv	HMPV	A	-
AY168973	ncbi-nuccore-hmpv	HMPV	A	A1
AY168974	ncbi-nuccore-hmpv	HMPV	B	B2
AY168975	ncbi-nuccore-hmpv	HMPV	A	-
AY168976	ncbi-nuccore-hmpv	HMPV	A	A1
AY168977	ncbi-nuccore-hmpv	HMPV	A	A1
AY168978	ncbi-nuccore-hmpv	HMPV	A	A1
AY168979	ncbi-nuccore-hmpv	HMPV	A	A1
AY168980	ncbi-nuccore-hmpv	HMPV	A	A1
AY168981	ncbi-nuccore-hmpv	HMPV	A	A1
AY168982	ncbi-nuccore-hmpv	HMPV	A	A1
AY168983	ncbi-nuccore-hmpv	HMPV	A	A1
AY168984	ncbi-nuccore-hmpv	HMPV	A	A1
AY168985	ncbi-nuccore-hmpv	HMPV	A	A1
AY168986	ncbi-nuccore-hmpv	HMPV	A	A1
AY168987	ncbi-nuccore-hmpv	HMPV	A	A1
AY216940	ncbi-nuccore-hmpv	HMPV	A	-
AY216941	ncbi-nuccore-hmpv	HMPV	B	B1
AY216942	ncbi-nuccore-hmpv	HMPV	B	B2
AY216943	ncbi-nuccore-hmpv	HMPV	A	A1
AY216944	ncbi-nuccore-hmpv	HMPV	A	A2a
AY216945	ncbi-nuccore-hmpv	HMPV	A	A2a
AY216946	ncbi-nuccore-hmpv	HMPV	A	A2b1
AY216947	ncbi-nuccore-hmpv	HMPV	A	A1
AY216948	ncbi-nuccore-hmpv	HMPV	A	A2a
AY216949	ncbi-nuccore-hmpv	HMPV	B	B2
AY216950	ncbi-nuccore-hmpv	HMPV	A	A2a
AY216951	ncbi-nuccore-hmpv	HMPV	A	-
AY216952	ncbi-nuccore-hmpv	HMPV	A	-
AY216953	ncbi-nuccore-hmpv	HMPV	A	A2a
AY216954	ncbi-nuccore-hmpv	HMPV	A	-
AY216955	ncbi-nuccore-hmpv	HMPV	B	B2
AY216956	ncbi-nuccore-hmpv	HMPV	A	A2b1
AY216957	ncbi-nuccore-hmpv	HMPV	A	-
AY216958	ncbi-nuccore-hmpv	HMPV	A	-
AY216959	ncbi-nuccore-hmpv	HMPV	A	-
AY216960	ncbi-nuccore-hmpv	HMPV	B	B2
AY216961	ncbi-nuccore-hmpv	HMPV	A	-
AY216962	ncbi-nuccore-hmpv	HMPV	A	-
AY216963	ncbi-nuccore-hmpv	HMPV	A	-
AY216964	ncbi-nuccore-hmpv	HMPV	A	A1
AY216965	ncbi-nuccore-hmpv	HMPV	A	A2b1
AY216966	ncbi-nuccore-hmpv	HMPV	A	A2a
AY216967	ncbi-nuccore-hmpv	HMPV	A	A2a
AY216968	ncbi-nuccore-hmpv	HMPV	A	A2b1
AY216969	ncbi-nuccore-hmpv	HMPV	A	-
AY216970	ncbi-nuccore-hmpv	HMPV	A	-
AY216971	ncbi-nuccore-hmpv	HMPV	B	-
AY216972	ncbi-nuccore-hmpv	HMPV	A	A2a
AY216973	ncbi-nuccore-hmpv	HMPV	A	A2a
AY216974	ncbi-nuccore-hmpv	HMPV	A	-
AY216975	ncbi-nuccore-hmpv	HMPV	A	A1
AY216976	ncbi-nuccore-hmpv	HMPV	A	A1
AY216977	ncbi-nuccore-hmpv	HMPV	A	A2a
AY216978	ncbi-nuccore-hmpv	HMPV	A	A2a
AY216979	ncbi-nuccore-hmpv	HMPV	A	A2a
AY216980	ncbi-nuccore-hmpv	HMPV	A	A2b1
AY216981	ncbi-nuccore-hmpv	HMPV	A	A1
AY216982	ncbi-nuccore-hmpv	HMPV	A	A2b1
AY216983	ncbi-nuccore-hmpv	HMPV	A	-
AY216984	ncbi-nuccore-hmpv	HMPV	A	-
AY216985	ncbi-nuccore-hmpv	HMPV	A	A2a
AY216986	ncbi-nuccore-hmpv	HMPV	A	A2b1
AY241585	ncbi-nuccore-hmpv	HMPV	A	A2b1
AY251034	ncbi-nuccore-hmpv	HMPV	A	-
AY251035	ncbi-nuccore-hmpv	HMPV	A	-
AY251036	ncbi-nuccore-hmpv	HMPV	A	-
AY251037	ncbi-nuccore-hmpv	HMPV	A	-
AY251038	ncbi-nuccore-hmpv	HMPV	A	-
AY251039	ncbi-nuccore-hmpv	HMPV	A	A1
AY251040	ncbi-nuccore-hmpv	HMPV	A	-
AY251041	ncbi-nuccore-hmpv	HMPV	A	-
AY251042	ncbi-nuccore-hmpv	HMPV	A	A1
AY251043	ncbi-nuccore-hmpv	HMPV	A	A1
AY251044	ncbi-nuccore-hmpv	HMPV	A	A1
AY251045	ncbi-nuccore-hmpv	HMPV	A	-
AY251046	ncbi-nuccore-hmpv	HMPV	A	A2a
AY251047	ncbi-nuccore-hmpv	HMPV	A	A1
AY251048	ncbi-nuccore-hmpv	HMPV	A	-
AY251049	ncbi-nuccore-hmpv	HMPV	A	A2b1
AY251050	ncbi-nuccore-hmpv	HMPV	A	-
AY251051	ncbi-nuccore-hmpv	HMPV	A	A2b1
AY256863	ncbi-nuccore-hmpv	HMPV	A	A1
AY256864	ncbi-nuccore-hmpv	HMPV	A	A1
AY256865	ncbi-nuccore-hmpv	HMPV	A	A1
AY256866	ncbi-nuccore-hmpv	HMPV	A	A1
AY256867	ncbi-nuccore-hmpv	HMPV	A	A1
AY256868	ncbi-nuccore-hmpv	HMPV	A	A1
AY256869	ncbi-nuccore-hmpv	HMPV	A	A1
AY256870	ncbi-nuccore-hmpv	HMPV	A	A1
AY256871	ncbi-nuccore-hmpv	HMPV	A	A1
AY256872	ncbi-nuccore-hmpv	HMPV	A	A1
